frequency,normalized_power
0.0,0.00827084116933924
0.11363636363636363,0.05677876217778555
0.22727272727272727,0.1524931445011388
0.3409090909090909,0.26387585926970764
0.45454545454545453,0.47972588488970336
0.5681818181818181,0.6378020327477997
0.6818181818181818,0.862237617903885
0.7954545454545454,1.0
0.9090909090909091,0.7110062226063365
1.0227272727272727,0.9615109396940366
1.1363636363636362,0.9328560634778852
1.25,0.788929319308853
1.3636363636363635,0.4857431295863712
1.4772727272727273,0.4155294281834536
1.5909090909090908,0.7350092449646706
1.7045454545454546,0.6975767724843303
1.8181818181818181,0.5481147918970656
1.9318181818181817,0.5488289630032618
2.0454545454545454,0.4645639632346115
2.159090909090909,0.5187909109350419
2.2727272727272725,0.4692775168642021
2.3863636363636362,0.3833958655215947
2.5,0.3273747248815944
2.6136363636363638,0.3158874654234617
2.727272727272727,0.32728566061313985
2.840909090909091,0.27758991764786467
2.9545454545454546,0.22278572383561218
3.068181818181818,0.1839693838437349
3.1818181818181817,0.23280270468434866
3.2954545454545454,0.1716153139502953
3.409090909090909,0.2183611584160767
3.5227272727272725,0.19942649153313546
3.6363636363636362,0.16879608769869317
3.75,0.14605800450715853
3.8636363636363633,0.16915115416572293
3.977272727272727,0.11485536871024514
4.090909090909091,0.11964345812470599
4.204545454545454,0.12596085147576047
4.318181818181818,0.12294976403854357
4.431818181818182,0.09288509204048195
4.545454545454545,0.1057830725273824
4.659090909090909,0.0930851115157303
4.7727272727272725,0.06438898332761148
4.886363636363636,0.08536074091372695
5.0,0.08290574655110093
5.113636363636363,0.07609927929789227
5.2272727272727275,0.0700760796658126
5.340909090909091,0.07012062463941574
5.454545454545454,0.05957042885143506
5.568181818181818,0.05503259775824753
5.681818181818182,0.04871541352991178
5.795454545454545,0.045929369972461526
5.909090909090909,0.04802570357205301
6.0227272727272725,0.047339518438594984
6.136363636363636,0.039944646526177685
6.25,0.030481428092634703
6.363636363636363,0.027294584645458354
6.477272727272727,0.02938551493520365
6.590909090909091,0.03334128748283181
6.704545454545454,0.028758604354075835
6.818181818181818,0.025603381583204757
6.931818181818182,0.029529940496770282
7.045454545454545,0.030369777579988547
7.159090909090909,0.024345817991760745
7.2727272727272725,0.02513996217825366
7.386363636363636,0.02277950483517957
7.5,0.023219337909656974
7.613636363636363,0.020695360712480924
7.727272727272727,0.017053539229814986
7.840909090909091,0.014465778116834787
7.954545454545454,0.018847588455176503
8.068181818181818,0.017639444703568534
8.181818181818182,0.011487220741528456
8.295454545454545,0.01392097741078571
8.409090909090908,0.014703870522273841
8.522727272727272,0.012158076243483392
8.636363636363637,0.011074038337557933
8.75,0.010465787188698816
8.863636363636363,0.011655556826614637
8.977272727272727,0.012773194858949519
9.09090909090909,0.010973197637480604
9.204545454545455,0.008994602631157353
9.318181818181818,0.009306829891012095
9.431818181818182,0.00684354650499465
9.545454545454545,0.009164586523608917
9.659090909090908,0.009690957086245821
9.772727272727272,0.00910922478538497
9.886363636363637,0.007195449318525008
10.0,0.007611758289930093
10.113636363636363,0.009246593460822999
10.227272727272727,0.006534229217287733
10.34090909090909,0.004729327231629523
10.454545454545455,0.006147435456613776
10.568181818181818,0.006530873268064885
10.681818181818182,0.005858693952824126
10.795454545454545,0.0053393935910285234
10.909090909090908,0.0046458962937676405
11.022727272727272,0.0056623388895155
11.136363636363637,0.004701178155526288
11.25,0.004277513293382069
11.363636363636363,0.005120577215350644
11.477272727272727,0.0047694076474606795
11.59090909090909,0.003453589024602525
11.704545454545455,0.00402085436280648
11.818181818181818,0.00453107623857826
11.931818181818182,0.003865140574285015
12.045454545454545,0.002778934906891639
12.159090909090908,0.0024144688908616274
12.272727272727272,0.002021434151135217
12.386363636363637,0.0022758315819465897
12.5,0.0018049860386905802
12.613636363636363,0.0017883586502052838
12.727272727272727,0.0021276618337671264
12.84090909090909,0.0019734132361692454
12.954545454545453,0.001533381232927992
13.068181818181818,0.0014550811124175844
13.181818181818182,0.001728294111224203
13.295454545454545,0.0016541188770288638
13.409090909090908,0.0015372237879507865
13.522727272727272,0.0013175459655897829
13.636363636363637,0.0012044808316021892
13.75,0.0009816766160966276
13.863636363636363,0.0009389803960145241
13.977272727272727,0.0009731765049288386
14.09090909090909,0.0012018476363503513
14.204545454545453,0.0012804398805764633
14.318181818181818,0.0012049005742818422
14.431818181818182,0.0010659717409381504
14.545454545454545,0.0008517369675962157
14.659090909090908,0.0007627864573140903
14.772727272727272,0.0006189009283117211
14.886363636363637,0.0007594415279809958
15.0,0.0007219570403262413
15.113636363636363,0.000993971756046585
15.227272727272727,0.001088566910660908
15.34090909090909,0.0008366181482686178
15.454545454545453,0.0006853729862652039
15.568181818181818,0.000664345290051273
15.681818181818182,0.000944166515807225
15.795454545454545,0.0008787410429915295
15.909090909090908,0.0006880674333608535
16.022727272727273,0.000594298245922207
16.136363636363637,0.000706350253330298
16.25,0.0006461060110314521
16.363636363636363,0.00041849732688241116
16.477272727272727,0.0002710545266583313
16.59090909090909,0.0003620647078795308
16.704545454545453,0.00042325113814280224
16.818181818181817,0.00046587287993518726
16.93181818181818,0.00037355874561142266
17.045454545454543,0.00037455937856132617
17.15909090909091,0.00035953651388051565
17.272727272727273,0.0003610212728907334
17.386363636363637,0.000372373568795333
17.5,0.00031460323520699456
17.613636363636363,0.0002519169583717451
17.727272727272727,0.00021873680515927443
17.84090909090909,0.000284495491978555
17.954545454545453,0.0003021091870919918
