simulation_id,mean_firing_rate,mean_ISI_CV,n_motor_units
0,13.6,0.16513930165563345,10
1,14.466666666666665,0.1767452504241176,10
2,10.966666666666667,0.19572240212457612,10
3,12.933333333333332,0.2061884180033775,10
4,10.3,0.3125671804143693,10
5,12.500000000000002,0.2446930386295505,10
6,13.116666666666669,0.1609967037072613,10
7,14.366666666666669,0.18813969760678156,10
8,13.583333333333332,0.19686598427468577,10
9,11.866666666666665,0.21430524838379789,10
10,14.883333333333331,0.12274427736852803,10
11,15.349999999999998,0.1578398267146235,10
12,12.916666666666666,0.1826446348440824,10
13,13.083333333333332,0.2202316123888453,10
14,10.683333333333334,0.3496483471229093,10
15,9.45,0.42316214089865917,10
16,13.066666666666666,0.19695124509495668,10
17,12.033333333333335,0.25960566608276703,10
18,12.150000000000002,0.20190797181071254,10
19,14.15,0.1408060393515361,10
20,11.500000000000002,0.2660731732298206,10
21,11.266666666666667,0.2917517484687199,10
22,13.566666666666666,0.2140734876241906,10
23,12.683333333333334,0.18862624847226617,10
24,16.216666666666665,0.09359789163407943,10
25,16.96666666666667,0.07576889078886342,10
26,15.1,0.12081856556482644,10
27,13.9,0.17072483041377137,10
28,15.066666666666666,0.13330677573815547,10
29,10.866666666666667,0.29869451227837446,10
30,14.266666666666666,0.1653694419057967,10
31,9.466666666666667,0.38926106823002254,10
32,9.950000000000001,0.36488742397125656,10
33,13.98333333333333,0.17316039866728425,10
34,12.916666666666666,0.2067455096739388,10
35,13.816666666666666,0.14827838974890162,10
36,11.983333333333333,0.2729869539870713,10
37,10.45,0.3499531461020139,10
38,9.55,0.405863258225405,10
39,10.9,0.30196488092003226,10
40,14.933333333333334,0.12182968769720492,10
41,13.4,0.21257680308819196,10
42,18.0,0.06058769444215269,10
43,13.083333333333334,0.20412191561945542,10
44,13.2,0.23206098695359517,10
45,14.9,0.16647947133707192,10
46,13.316666666666668,0.22959872051322275,10
47,17.133333333333336,0.06958925899717418,10
48,12.783333333333333,0.21553645986997355,10
49,11.85,0.2851329950303684,10
