comparison,unit_of_analysis,test,hdsemg_selection_seed,bootstrap_seed,n_resamples,n_simulations,wilcoxon_statistic,p_value,mean_difference,ci_low,ci_high,isi_cv_wilcoxon_statistic,isi_cv_p_value,isi_cv_mean_difference,isi_cv_ci_low,isi_cv_ci_high,hdsemg_normal_mean_pps,hdsemg_normal_sd_pps,hdsemg_normal_ci_low,hdsemg_normal_ci_high,hdsemg_DPN_mean_pps,hdsemg_DPN_sd_pps,hdsemg_DPN_ci_low,hdsemg_DPN_ci_high,hdsemg_DPN_minus_normal_pps,hdsemg_difference_ci_low,hdsemg_difference_ci_high,hdsemg_wilcoxon_statistic,hdsemg_p_value,truth_normal_mean_pps,truth_normal_sd_pps,truth_normal_ci_low,truth_normal_ci_high,truth_DPN_mean_pps,truth_DPN_sd_pps,truth_DPN_ci_low,truth_DPN_ci_high,truth_DPN_minus_normal_pps,truth_difference_ci_low,truth_difference_ci_high,truth_wilcoxon_statistic,truth_p_value
normal_vs_DPN,simulation/subject,paired Wilcoxon signed-rank,20260102,20260106,100000,50,261.0,0.0007965856259007172,-0.4840000000000002,-0.7320000000000011,-0.245000000000001,58.0,1.4432899320127035e-10,-0.02661255945099543,-0.032654734129350806,-0.02042789282276499,12.195,0.4956299960358752,12.056000000000001,12.329333333333336,11.711000000000002,0.7223246831209669,11.509,11.90766666666667,-0.4840000000000002,-0.7320000000000011,-0.245000000000001,261.0,0.0007965856259007172,13.002766995291136,0.2709469151972726,12.929654924744694,13.078418471663378,14.035906765128587,0.3990012394186752,13.925314295508374,14.144687410368771,1.0331397698374487,0.9251717021791772,1.133441794334922,0.0,1.7763568394002505e-15
