firing_rate,ISI_CV
18.666666666666668,0.039976738234063024
15.833333333333334,0.06033398967991723
0.16666666666666666,1.0
17.0,0.048613380288411015
18.666666666666668,0.052016144505678534
20.333333333333332,0.03590033987239392
18.666666666666668,0.052016144505678534
10.5,0.18049798025621303
15.333333333333334,0.06463809791864157
18.5,0.03891049598440268
1.8333333333333333,0.7549919427553752
18.5,0.04720282710142284
17.0,0.060304212578281134
14.333333333333334,0.08992192537163879
13.333333333333334,0.10456719490892571
0.3333333333333333,1.0
12.5,0.11924362684683373
13.833333333333334,0.09460165656573985
16.833333333333332,0.058687626789178694
12.666666666666666,0.11999477320881984
17.0,0.05518274944193526
19.5,0.04064278258460553
18.666666666666668,0.04732201337166359
4.833333333333333,0.4902134732075617
14.0,0.08847690058386398
11.333333333333334,0.1585595296641455
17.666666666666668,0.05741506701278974
13.166666666666666,0.1119163825522105
11.5,0.18177314301319147
18.333333333333332,0.046837540978329796
10.833333333333334,0.15190849211583024
13.333333333333334,0.09915499539980509
3.1666666666666665,0.5657352438464948
10.333333333333334,0.2212011254619348
8.5,0.2604886280407273
15.833333333333334,0.06285144056667079
0.16666666666666666,1.0
14.0,0.09762816487916325
16.833333333333332,0.06191214487901769
14.666666666666666,0.09223771020777155
17.833333333333332,0.05064298396474402
5.666666666666667,0.36841943509998987
17.833333333333332,0.047678884910013306
18.5,0.03679889776845311
8.5,0.2696992530517284
17.5,0.04761182949024124
1.6666666666666667,0.7224939621369101
16.833333333333332,0.05989834306843179
10.166666666666666,0.22472040584380398
17.833333333333332,0.04418201684082811
14.5,0.08004436161478827
10.833333333333334,0.16842050763755645
18.333333333333332,0.04803689284388585
18.666666666666668,0.048837271232085144
6.166666666666667,0.32084070114366287
17.333333333333332,0.0544808262248242
15.666666666666666,0.06866564402026677
17.5,0.049258775517178124
17.166666666666668,0.059325836730785994
17.166666666666668,0.054992843799509146
1.1666666666666667,0.6809123535187143
13.333333333333334,0.10931482214670656
15.0,0.07914603462751525
9.0,0.2639687425873428
14.666666666666666,0.07623100152386175
15.666666666666666,0.07184519779328144
2.3333333333333335,0.4694992083902621
14.166666666666666,0.09519768945190527
9.0,0.22265951774487666
15.333333333333334,0.07352350039299524
14.166666666666666,0.08559535904201615
16.166666666666668,0.050790922468524444
19.333333333333332,0.038912998114532894
16.833333333333332,0.06725546829896206
15.0,0.06907891700974576
6.166666666666667,0.35728875486045764
19.5,0.040867162134910096
6.166666666666667,0.34132348861529477
17.0,0.05139572606879452
21.0,0.03782517306168778
15.5,0.07732068581396215
17.833333333333332,0.051129171190829166
4.5,0.48177440399583643
13.333333333333334,0.09987290553441988
18.333333333333332,0.04830222397520138
19.166666666666668,0.03482703248839673
14.5,0.07126565791605881
4.333333333333333,0.5486585378018792
15.333333333333334,0.06666269874969101
18.0,0.04424866432710775
14.5,0.08095197930136577
19.166666666666668,0.052165654563180015
13.333333333333334,0.10624109811378626
16.833333333333332,0.05693188311306471
15.0,0.08138713571358933
16.166666666666668,0.0568782923940051
13.833333333333334,0.08254151269719437
0.16666666666666666,1.0
13.166666666666666,0.11726316863682425
12.666666666666666,0.1356546032737707
18.166666666666668,0.04906667628776293
16.833333333333332,0.06178681779815575
2.3333333333333335,0.5763597840742999
16.666666666666668,0.057341065296030405
17.833333333333332,0.04820088974399926
14.666666666666666,0.082765390631964
16.0,0.07418680618565576
14.666666666666666,0.0707074273310238
20.333333333333332,0.035193047334312465
18.333333333333332,0.04748996207757153
15.5,0.07479790454560466
0.3333333333333333,1.0
10.5,0.16667118694064817
21.166666666666668,0.03258841788446354
14.666666666666666,0.07487888536806739
18.333333333333332,0.05025384189369883
15.166666666666666,0.07806933789279788
17.166666666666668,0.053674081700639246
12.833333333333334,0.1173320441085441
13.333333333333334,0.11972600285576014
20.833333333333332,0.037447300811708856
0.6666666666666666,1.0
4.0,0.3787980051558988
18.333333333333332,0.0500446090110417
22.0,0.03456516302646292
15.666666666666666,0.0732451503072032
16.333333333333332,0.052767060169752925
11.333333333333334,0.17951765947761555
19.5,0.04601445883635203
15.166666666666666,0.0847619146166207
3.5,0.44062587592128694
12.166666666666666,0.1304483195011594
0.16666666666666666,1.0
18.333333333333332,0.044314776811373253
18.833333333333332,0.046159752940238816
0.8333333333333334,0.8418718409905248
20.833333333333332,0.03844887716026084
0.16666666666666666,1.0
5.0,0.46246545444985254
19.333333333333332,0.043994957723659446
18.333333333333332,0.046819330928054195
18.166666666666668,0.048848434775452004
8.0,0.2193696199957042
20.0,0.037493226803419114
15.166666666666666,0.07514090978329327
6.666666666666667,0.2929643730266947
15.666666666666666,0.06696004669022877
20.166666666666668,0.03796083611449545
16.166666666666668,0.058775091691845735
19.166666666666668,0.04404404679974465
18.0,0.04381315749671802
6.833333333333333,0.3294028468687884
13.666666666666666,0.09255088812129231
0.16666666666666666,1.0
0.3333333333333333,1.0
21.333333333333332,0.03639387543647698
14.833333333333334,0.0758737869522976
17.333333333333332,0.054424150961860304
12.5,0.11406005037439687
4.0,0.3050141453262462
20.5,0.04010702163313882
4.0,0.41230888644708386
18.666666666666668,0.040572289685683875
13.0,0.11379456293491431
3.8333333333333335,0.44069442447763957
14.833333333333334,0.07741947259140528
1.0,0.7728979240513492
19.5,0.04182722672537832
19.0,0.04252556625952441
20.666666666666668,0.03360106944217243
17.5,0.050740143281693906
19.666666666666668,0.04034396635043213
19.666666666666668,0.03877842701634246
6.166666666666667,0.3731927314431894
11.666666666666666,0.13881253756789855
5.5,0.3876496105254387
0.8333333333333334,0.7290509042556418
5.166666666666667,0.37407507248728833
16.166666666666668,0.06242189166604985
15.5,0.07224228777313006
15.166666666666666,0.06487394033986763
16.0,0.06936681321824996
8.666666666666666,0.22893275083744408
0.3333333333333333,1.0
11.666666666666666,0.15893143566145398
17.5,0.048987364908984435
12.666666666666666,0.12065591375457826
21.666666666666668,0.033891699239048174
19.5,0.045617365208922594
17.166666666666668,0.054397741441171224
16.5,0.05499291303295239
0.16666666666666666,1.0
1.3333333333333333,0.5601218598423865
15.166666666666666,0.06542331586745351
10.833333333333334,0.19763629040875852
15.833333333333334,0.07064741750261268
16.666666666666668,0.050820082548648865
8.833333333333334,0.2342313078374624
18.5,0.04540536329345255
