outcome,outcome_unit,estimate,force_level_mvc,simulation_id,normal_value,dpn_value,dpn_minus_normal
firing_rate,pps,randomized_hdsemg,20,44,11.733333333333334,11.783333333333333,0.049999999999998934
firing_rate,pps,randomized_hdsemg,20,45,12.4,12.45,0.049999999999998934
firing_rate,pps,randomized_hdsemg,20,46,13.25,11.349999999999998,-1.9000000000000021
firing_rate,pps,randomized_hdsemg,20,47,12.183333333333334,11.783333333333333,-0.40000000000000036
firing_rate,pps,randomized_hdsemg,20,48,11.383333333333333,10.316666666666666,-1.0666666666666664
firing_rate,pps,randomized_hdsemg,20,49,12.416666666666668,12.766666666666667,0.34999999999999964
firing_rate,pps,randomized_hdsemg,50,0,10.983333333333334,11.4,0.4166666666666661
firing_rate,pps,randomized_hdsemg,50,1,12.333333333333334,11.15,-1.1833333333333336
firing_rate,pps,randomized_hdsemg,50,2,11.483333333333333,12.433333333333334,0.9500000000000011
firing_rate,pps,randomized_hdsemg,50,3,11.683333333333334,11.533333333333333,-0.15000000000000036
firing_rate,pps,randomized_hdsemg,50,4,12.333333333333332,11.216666666666667,-1.1166666666666654
firing_rate,pps,randomized_hdsemg,50,5,13.0,12.283333333333335,-0.716666666666665
firing_rate,pps,randomized_hdsemg,50,6,10.600000000000001,11.133333333333333,0.5333333333333314
firing_rate,pps,randomized_hdsemg,50,7,11.116666666666667,11.433333333333334,0.31666666666666643
firing_rate,pps,randomized_hdsemg,50,8,11.900000000000002,11.666666666666668,-0.23333333333333428
firing_rate,pps,randomized_hdsemg,50,9,12.166666666666668,10.25,-1.9166666666666679
firing_rate,pps,randomized_hdsemg,50,10,13.383333333333335,12.4,-0.9833333333333343
firing_rate,pps,randomized_hdsemg,50,11,12.183333333333332,12.2,0.016666666666667496
firing_rate,pps,randomized_hdsemg,50,12,12.566666666666666,10.466666666666667,-2.0999999999999996
firing_rate,pps,randomized_hdsemg,50,13,12.983333333333334,12.750000000000002,-0.2333333333333325
firing_rate,pps,randomized_hdsemg,50,14,13.366666666666669,10.299999999999999,-3.06666666666667
firing_rate,pps,randomized_hdsemg,50,15,10.716666666666665,11.85,1.1333333333333346
firing_rate,pps,randomized_hdsemg,50,16,12.133333333333333,11.716666666666667,-0.4166666666666661
firing_rate,pps,randomized_hdsemg,50,17,11.266666666666666,12.733333333333334,1.4666666666666686
firing_rate,pps,randomized_hdsemg,50,18,11.133333333333333,8.900000000000002,-2.2333333333333307
firing_rate,pps,randomized_hdsemg,50,19,12.183333333333334,11.766666666666667,-0.4166666666666661
firing_rate,pps,randomized_hdsemg,50,20,11.716666666666667,12.216666666666667,0.5
firing_rate,pps,randomized_hdsemg,50,21,12.783333333333333,11.833333333333332,-0.9500000000000011
firing_rate,pps,randomized_hdsemg,50,22,12.533333333333335,11.05,-1.4833333333333343
firing_rate,pps,randomized_hdsemg,50,23,12.116666666666667,13.1,0.9833333333333325
firing_rate,pps,randomized_hdsemg,50,24,11.400000000000002,11.0,-0.40000000000000213
firing_rate,pps,randomized_hdsemg,50,25,11.116666666666669,12.016666666666666,0.8999999999999968
firing_rate,pps,randomized_hdsemg,50,26,11.016666666666667,11.083333333333332,0.06666666666666465
firing_rate,pps,randomized_hdsemg,50,27,12.25,13.05,0.8000000000000007
firing_rate,pps,randomized_hdsemg,50,28,12.1,11.166666666666666,-0.9333333333333336
firing_rate,pps,randomized_hdsemg,50,29,11.783333333333335,10.7,-1.0833333333333357
firing_rate,pps,randomized_hdsemg,50,30,10.850000000000001,11.1,0.24999999999999822
firing_rate,pps,randomized_hdsemg,50,31,10.283333333333333,11.649999999999999,1.3666666666666654
firing_rate,pps,randomized_hdsemg,50,32,11.8,11.466666666666667,-0.3333333333333339
firing_rate,pps,randomized_hdsemg,50,33,12.7,10.766666666666667,-1.9333333333333318
firing_rate,pps,randomized_hdsemg,50,34,11.283333333333335,11.400000000000002,0.11666666666666714
firing_rate,pps,randomized_hdsemg,50,35,12.216666666666667,11.433333333333334,-0.7833333333333332
firing_rate,pps,randomized_hdsemg,50,36,10.999999999999998,12.066666666666666,1.0666666666666682
firing_rate,pps,randomized_hdsemg,50,37,12.883333333333335,11.516666666666667,-1.3666666666666671
firing_rate,pps,randomized_hdsemg,50,38,12.833333333333334,9.866666666666667,-2.966666666666667
firing_rate,pps,randomized_hdsemg,50,39,11.683333333333334,12.283333333333333,0.5999999999999996
firing_rate,pps,randomized_hdsemg,50,40,11.916666666666668,9.366666666666665,-2.5500000000000025
firing_rate,pps,randomized_hdsemg,50,41,12.383333333333333,12.616666666666667,0.23333333333333428
