firing_rate,ISI_CV,neuron_index
6.0,0.3575946142207083,250.0
11.666666666666666,0.09988010208506212,100.0
16.0,0.050561528197700815,10.0
11.666666666666666,0.12192439195590056,250.0
18.833333333333332,0.0319613364403148,10.0
20.5,0.029121011255152693,10.0
12.166666666666666,0.10853513378656761,250.0
16.166666666666668,0.05428132467379952,100.0
17.333333333333332,0.04448901199875011,10.0
0.16666666666666666,1.0,100.0
7.0,0.2680638723844217,100.0
11.666666666666666,0.09988010208506212,100.0
21.166666666666668,0.024671853297409854,10.0
17.833333333333332,0.03777612448594094,10.0
17.666666666666668,0.0376871881186074,100.0
14.333333333333334,0.08120905087116582,100.0
11.166666666666666,0.1400335037875613,100.0
19.333333333333332,0.03195093988411524,10.0
17.666666666666668,0.03715698612574785,100.0
10.833333333333334,0.1537508626020437,250.0
17.666666666666668,0.05010263723519617,100.0
17.666666666666668,0.037672943743801965,100.0
1.0,0.3617402356157645,250.0
15.833333333333334,0.05259184442622579,250.0
20.333333333333332,0.0348329707957915,10.0
20.333333333333332,0.03604576473722906,10.0
17.0,0.04636532799157255,10.0
14.166666666666666,0.07250066005127155,250.0
0.6666666666666666,1.0,250.0
2.8333333333333335,0.4859098897213612,250.0
17.666666666666668,0.05010263723519617,100.0
12.333333333333334,0.0995297956858138,250.0
10.5,0.12507790622918377,100.0
17.333333333333332,0.04448901199875011,10.0
20.333333333333332,0.03137149777108332,10.0
3.3333333333333335,0.37148952791686907,250.0
21.166666666666668,0.024671853297409854,10.0
11.833333333333334,0.11134047132812187,100.0
19.333333333333332,0.030740297757012806,10.0
17.5,0.043336696131485726,100.0
20.333333333333332,0.0348329707957915,10.0
14.166666666666666,0.0827429349892739,100.0
14.333333333333334,0.0754373977961667,100.0
17.333333333333332,0.04448901199875011,10.0
17.333333333333332,0.05410049514802752,100.0
20.333333333333332,0.03604576473722906,10.0
18.166666666666668,0.0418297123768107,10.0
18.166666666666668,0.04191114248660094,10.0
9.333333333333334,0.20134397836998322,250.0
13.833333333333334,0.07991265141610106,250.0
8.833333333333334,0.17020137465304613,250.0
18.0,0.03876323639210765,100.0
17.666666666666668,0.0376871881186074,100.0
12.333333333333334,0.0995297956858138,250.0
20.0,0.029221017796258637,10.0
12.333333333333334,0.10645075093131828,10.0
20.166666666666668,0.029744359581677145,10.0
5.166666666666667,0.39824365206954576,250.0
17.333333333333332,0.05410049514802752,100.0
9.666666666666666,0.21467468509065676,250.0
