firing_rate,ISI_CV,neuron_index
13.666666666666666,0.11271470868367466,250.0
7.666666666666667,0.32064295666462056,250.0
15.0,0.07503238152457786,100.0
15.0,0.09260730205130943,100.0
6.666666666666667,0.42845037394562574,100.0
16.833333333333332,0.05579090828245596,100.0
18.666666666666668,0.049752517239393786,10.0
16.333333333333332,0.07428205247863329,100.0
0.5,1.0,250.0
14.166666666666666,0.1004512048429222,100.0
16.833333333333332,0.05250388091158343,10.0
13.833333333333334,0.11919889777195189,250.0
16.833333333333332,0.05250388091158343,10.0
19.666666666666668,0.04363578963844911,10.0
18.166666666666668,0.05586244358279861,10.0
20.833333333333332,0.03980082812556956,10.0
15.166666666666666,0.07299784030592313,100.0
18.333333333333332,0.060063134701928915,10.0
17.333333333333332,0.056383373105782425,10.0
19.333333333333332,0.04835680066643963,10.0
16.0,0.08173983229087745,10.0
6.0,0.3241816911553943,250.0
15.0,0.09260730205130943,100.0
14.5,0.09510184961639229,100.0
18.0,0.05687095301661166,10.0
2.5,0.6677007641706362,250.0
19.0,0.050462186853863146,10.0
15.166666666666666,0.08455396836593045,100.0
17.0,0.06318610144364663,10.0
16.0,0.07677973812274981,100.0
18.166666666666668,0.05586244358279861,10.0
17.833333333333332,0.06088677422876811,10.0
17.0,0.06574937158254197,10.0
13.666666666666666,0.1210129686166031,100.0
0.16666666666666666,1.0,250.0
15.166666666666666,0.07299784030592313,100.0
17.833333333333332,0.06008673080502855,10.0
11.0,0.19390181014303504,100.0
17.166666666666668,0.05319015741858058,100.0
11.0,0.20496027785590054,250.0
16.333333333333332,0.06869198847721326,100.0
0.16666666666666666,1.0,250.0
6.0,0.3241816911553943,250.0
13.666666666666666,0.09638775101681382,100.0
19.333333333333332,0.04835680066643963,10.0
17.5,0.05724454822658804,10.0
20.833333333333332,0.04164646144251988,10.0
14.166666666666666,0.1004512048429222,100.0
17.833333333333332,0.05858940891265815,100.0
5.0,0.4628704557395072,250.0
14.0,0.1003741783609538,250.0
18.0,0.052485139305236864,100.0
18.666666666666668,0.05481421421740524,10.0
16.0,0.08055082323585873,100.0
18.0,0.05687095301661166,10.0
0.3333333333333333,1.0,250.0
0.5,1.0,250.0
15.833333333333334,0.08240137446186974,60.0
16.0,0.07677973812274981,100.0
19.0,0.05181411446032649,100.0
11.0,0.20496027785590054,250.0
20.333333333333332,0.042363674273283275,10.0
2.3333333333333335,0.5547688359201912,250.0
14.166666666666666,0.10374414627848787,100.0
19.0,0.05181411446032649,100.0
16.166666666666668,0.07227254814054307,100.0
14.833333333333334,0.08958364666148544,250.0
14.166666666666666,0.10374414627848787,100.0
18.5,0.051576225922442986,10.0
17.833333333333332,0.06088677422876811,10.0
16.0,0.08055082323585873,100.0
19.333333333333332,0.04835680066643963,10.0
13.666666666666666,0.10002000496673279,250.0
20.166666666666668,0.04143810656468561,10.0
16.166666666666668,0.07531444934128902,100.0
17.0,0.06322659794081426,10.0
16.166666666666668,0.07227254814054307,100.0
0.16666666666666666,1.0,250.0
16.166666666666668,0.07531444934128902,100.0
2.8333333333333335,0.7425028768336404,250.0
11.0,0.21712346665726823,250.0
16.833333333333332,0.05250388091158343,10.0
16.166666666666668,0.06301962820211252,10.0
16.166666666666668,0.0729343497589117,10.0
18.333333333333332,0.060063134701928915,10.0
15.166666666666666,0.08455396836593045,100.0
7.333333333333333,0.32733953830285223,100.0
17.166666666666668,0.06679182701512902,10.0
19.833333333333332,0.04313573059719476,10.0
18.333333333333332,0.0498531987605354,100.0
19.333333333333332,0.04621139063556146,10.0
13.5,0.12797460580123388,100.0
14.166666666666666,0.1004512048429222,100.0
18.5,0.05018604435211348,10.0
11.0,0.21712346665726823,250.0
20.166666666666668,0.04143810656468561,10.0
1.6666666666666667,0.6773829592775111,250.0
19.166666666666668,0.045414906066590946,10.0
8.5,0.3189042943242,250.0
7.333333333333333,0.3112799412094982,100.0
19.333333333333332,0.04896685830707911,10.0
18.333333333333332,0.046660897935961745,10.0
10.5,0.22482301650830788,250.0
20.666666666666668,0.039366832160356365,10.0
5.666666666666667,0.4134451789639371,250.0
21.666666666666668,0.0411688292964734,10.0
16.0,0.0704202950342264,250.0
18.333333333333332,0.060486008620341106,10.0
16.5,0.06241645619433869,10.0
14.833333333333334,0.0842373506980729,100.0
13.666666666666666,0.12636099923052813,250.0
20.5,0.04768985490386247,10.0
18.333333333333332,0.04987589417606364,10.0
16.0,0.07390400686858067,100.0
17.166666666666668,0.05595455751504456,100.0
4.166666666666667,0.6910617316346904,100.0
2.1666666666666665,0.6485790957870313,250.0
14.833333333333334,0.08736737760165285,10.0
0.16666666666666666,1.0,250.0
0.16666666666666666,1.0,250.0
2.1666666666666665,0.6485790957870313,250.0
14.166666666666666,0.10110441715905298,10.0
8.833333333333334,0.2971309304637577,250.0
14.5,0.10092054913980965,10.0
19.0,0.046438741394327555,10.0
19.666666666666668,0.04593202139621152,10.0
17.0,0.06815707321220618,100.0
17.666666666666668,0.051504081253126964,10.0
0.16666666666666666,1.0,250.0
15.666666666666666,0.08367003978027097,100.0
15.333333333333334,0.08892257117087325,100.0
16.833333333333332,0.0646225433375812,100.0
6.5,0.32020668500105176,250.0
9.0,0.2968929205643103,250.0
15.5,0.0786195401085651,100.0
12.0,0.14088526856709174,100.0
1.0,0.6852067133604035,250.0
20.666666666666668,0.039366832160356365,10.0
20.333333333333332,0.04286142828487442,10.0
15.666666666666666,0.08367003978027097,100.0
10.666666666666666,0.23114077570289496,100.0
6.833333333333333,0.41653129803720923,250.0
0.8333333333333334,0.5502298435565613,250.0
19.5,0.049334538154469844,10.0
1.3333333333333333,0.49799101021647313,250.0
15.0,0.09534869062505082,100.0
8.833333333333334,0.24885865207152444,250.0
16.833333333333332,0.0646225433375812,100.0
6.0,0.2941819884220974,250.0
12.166666666666666,0.1452994209051895,100.0
2.1666666666666665,0.842456714569678,100.0
18.333333333333332,0.046660897935961745,10.0
9.166666666666666,0.2568925135763599,100.0
18.5,0.04805742346775183,10.0
0.16666666666666666,1.0,250.0
19.5,0.05311728832410907,10.0
12.333333333333334,0.1325956741048165,100.0
18.833333333333332,0.04591950183490733,10.0
1.5,0.47319624984587494,250.0
20.333333333333332,0.04286142828487442,10.0
18.833333333333332,0.047870759590270345,10.0
18.5,0.05273054754764472,10.0
3.0,0.5400796094200389,100.0
12.0,0.167453898382197,250.0
19.333333333333332,0.04896685830707911,10.0
19.166666666666668,0.0533194452735654,10.0
19.333333333333332,0.04896685830707911,10.0
16.5,0.06241645619433869,10.0
17.833333333333332,0.05733484212808059,60.0
18.666666666666668,0.05095622526995058,10.0
10.833333333333334,0.17907561883429762,250.0
18.666666666666668,0.052184180738905045,100.0
16.0,0.07390400686858067,100.0
20.0,0.04501774392015821,10.0
17.666666666666668,0.06396564228405474,10.0
19.5,0.04953157562929887,10.0
1.5,0.47319624984587494,250.0
0.6666666666666666,1.0,250.0
18.5,0.05273054754764472,10.0
15.166666666666666,0.07224401234862522,10.0
14.666666666666666,0.08808705329962623,10.0
17.833333333333332,0.051439013497010085,100.0
11.666666666666666,0.15082162275734018,250.0
